 Monthly_Income , Total_outstanding_loans ,Defaulter
" $8,334.00 "," $471,471.00 ",NO
" $8,336.00 "," $160,811.00 ",NO
" $8,338.00 "," $261,289.00 ",NO
" $8,338.00 "," $16,698.00 ",NO
" $8,342.00 "," $18,592.00 ",NO
" $8,349.00 "," $215,377.00 ",NO
" $8,351.00 "," $409,339.00 ",NO
" $8,366.00 "," $132,428.00 ",NO
" $8,366.00 "," $346,504.00 ",NO
" $8,367.00 "," $161,252.00 ",NO
" $8,368.00 "," $107,813.00 ",NO
" $8,369.00 "," $54,410.00 ",NO
" $8,369.00 "," $64,796.00 ",NO
" $8,370.00 "," $451,570.00 ",NO
" $8,370.00 "," $131,585.00 ",NO
" $8,371.00 "," $186,010.00 ",NO
" $8,378.00 "," $379,197.00 ",NO
" $8,384.00 "," $490,499.00 ",NO
" $8,385.00 "," $154,368.00 ",NO
" $8,385.00 "," $161,315.00 ",NO
" $8,387.00 "," $444,512.00 ",NO
" $8,389.00 "," $34,823.00 ",NO
" $8,389.00 "," $286,248.00 ",NO
" $8,392.00 "," $173,738.00 ",NO
" $8,399.00 "," $430,740.00 ",NO
" $8,399.00 "," $42,042.00 ",NO
" $8,402.00 "," $356,697.00 ",NO
" $8,402.00 "," $272,356.00 ",NO
" $8,403.00 "," $265,883.00 ",NO
" $8,406.00 "," $156,642.00 ",NO
" $8,408.00 "," $246,443.00 ",NO
" $8,410.00 "," $109,530.00 ",NO
" $8,412.00 "," $346,115.00 ",NO
" $8,415.00 "," $111,164.00 ",NO
" $8,420.00 "," $295,358.00 ",NO
" $8,420.00 "," $42,216.00 ",NO
" $8,421.00 "," $267,036.00 ",NO
" $8,421.00 "," $455,124.00 ",NO
" $8,427.00 "," $381,033.00 ",NO
" $8,428.00 "," $449,857.00 ",NO
" $8,431.00 "," $184,544.00 ",NO
" $8,435.00 "," $54,555.00 ",NO
" $8,436.00 "," $242,503.00 ",NO
" $8,436.00 "," $54,209.00 ",NO
" $8,452.00 "," $151,488.00 ",NO
" $8,452.00 "," $64,651.00 ",NO
" $8,452.00 "," $361,679.00 ",NO
" $8,453.00 "," $401,666.00 ",NO
" $8,456.00 "," $211,200.00 ",NO
" $8,457.00 "," $42,066.00 ",NO
" $8,458.00 "," $420,734.00 ",NO
" $8,461.00 "," $157,259.00 ",NO
" $8,461.00 "," $476,069.00 ",NO
" $8,461.00 "," $426,194.00 ",NO
" $8,462.00 "," $208,097.00 ",NO
" $8,466.00 "," $80,355.00 ",NO
" $8,467.00 "," $348,077.00 ",NO
" $8,468.00 "," $107,407.00 ",NO
" $8,471.00 "," $289,844.00 ",NO
" $8,476.00 "," $445,484.00 ",NO
" $8,477.00 "," $130,461.00 ",NO
" $8,478.00 "," $134,380.00 ",NO
" $8,479.00 "," $301,174.00 ",NO
" $8,481.00 "," $314,767.00 ",NO
" $8,482.00 "," $164,630.00 ",NO
" $8,484.00 "," $293,331.00 ",NO
" $8,490.00 "," $408,046.00 ",NO
" $8,490.00 "," $336,187.00 ",NO
" $8,502.00 "," $218,055.00 ",NO
" $8,503.00 "," $165,157.00 ",NO
" $8,508.00 "," $23,275.00 ",NO
" $8,515.00 "," $478,719.00 ",NO
" $8,520.00 "," $123,391.00 ",NO
" $8,520.00 "," $492,545.00 ",NO
" $8,529.00 "," $465,201.00 ",NO
" $8,532.00 "," $197,625.00 ",NO
" $8,533.00 "," $171,217.00 ",NO
" $8,534.00 "," $390,784.00 ",NO
" $8,535.00 "," $126,851.00 ",NO
" $8,536.00 "," $69,122.00 ",NO
" $8,538.00 "," $176,059.00 ",NO
" $8,545.00 "," $81,795.00 ",NO
" $8,546.00 "," $45,266.00 ",NO
" $8,546.00 "," $209,782.00 ",NO
" $8,548.00 "," $434,405.00 ",NO
" $8,550.00 "," $395,822.00 ",NO
" $8,554.00 "," $338,615.00 ",NO
" $8,568.00 "," $48,126.00 ",NO
" $8,569.00 "," $127,039.00 ",NO
" $8,570.00 "," $44,368.00 ",NO
" $8,571.00 "," $483,594.00 ",NO
" $8,573.00 "," $446,581.00 ",NO
" $8,574.00 "," $301,926.00 ",NO
" $8,575.00 "," $94,163.00 ",NO
" $8,578.00 "," $307,106.00 ",NO
" $8,580.00 "," $112,722.00 ",NO
" $8,587.00 "," $450,834.00 ",NO
" $8,595.00 "," $262,951.00 ",NO
" $8,597.00 "," $429,899.00 ",NO
" $8,599.00 "," $414,392.00 ",NO
" $8,603.00 "," $272,072.00 ",NO
" $8,607.00 "," $90,412.00 ",NO
" $8,607.00 "," $323,785.00 ",NO
" $8,609.00 "," $11,021.00 ",NO
" $8,614.00 "," $56,693.00 ",NO
" $8,614.00 "," $273,228.00 ",NO
" $8,614.00 "," $251,566.00 ",NO
" $8,617.00 "," $498,643.00 ",YES
" $8,618.00 "," $431,178.00 ",NO
" $8,622.00 "," $202,305.00 ",NO
" $8,631.00 "," $72,337.00 ",NO
" $8,635.00 "," $105,103.00 ",NO
" $8,636.00 "," $472,508.00 ",NO
" $8,639.00 "," $227,999.00 ",NO
" $8,640.00 "," $428,517.00 ",NO
" $8,641.00 "," $420,529.00 ",NO
" $8,645.00 "," $69,698.00 ",NO
" $8,646.00 "," $354,577.00 ",NO
" $8,646.00 "," $371,229.00 ",NO
" $8,649.00 "," $413,171.00 ",NO
" $8,651.00 "," $380,450.00 ",NO
" $8,652.00 "," $455,425.00 ",NO
" $8,653.00 "," $438,926.00 ",NO
" $8,655.00 "," $489,993.00 ",NO
" $8,656.00 "," $157,743.00 ",NO
" $8,659.00 "," $174,893.00 ",NO
" $8,661.00 "," $231,172.00 ",NO
" $8,663.00 "," $222,509.00 ",NO
" $8,667.00 "," $402,289.00 ",NO
" $8,672.00 "," $460,257.00 ",NO
" $8,672.00 "," $480,372.00 ",NO
" $8,673.00 "," $210,161.00 ",NO
" $8,673.00 "," $374,251.00 ",NO
" $8,673.00 "," $145,476.00 ",NO
" $8,674.00 "," $384,295.00 ",NO
" $8,674.00 "," $392,392.00 ",NO
" $8,677.00 "," $203,918.00 ",NO
" $8,679.00 "," $264,402.00 ",NO
" $8,682.00 "," $400,935.00 ",NO
" $8,685.00 "," $132,693.00 ",NO
" $8,689.00 "," $293,596.00 ",NO
" $8,693.00 "," $26,395.00 ",NO
" $8,693.00 "," $383,866.00 ",NO
" $8,694.00 "," $190,895.00 ",NO
" $8,696.00 "," $148,466.00 ",NO
" $8,705.00 "," $331,347.00 ",NO
" $8,706.00 "," $125,378.00 ",NO
" $8,711.00 "," $176,632.00 ",NO
" $8,716.00 "," $93,500.00 ",NO
" $8,717.00 "," $377,582.00 ",NO
" $8,719.00 "," $357,374.00 ",NO
" $8,719.00 "," $264,694.00 ",NO
" $8,721.00 "," $301,732.00 ",NO
" $8,721.00 "," $180,271.00 ",NO
" $8,731.00 "," $264,869.00 ",NO
" $8,732.00 "," $311,611.00 ",NO
" $8,733.00 "," $370,097.00 ",NO
" $8,740.00 "," $479,636.00 ",NO
" $8,741.00 "," $172,624.00 ",NO
" $8,748.00 "," $239,794.00 ",NO
" $8,749.00 "," $46,043.00 ",NO
" $8,750.00 "," $315,079.00 ",NO
" $8,753.00 "," $340,019.00 ",NO
" $8,754.00 "," $31,896.00 ",NO
" $8,755.00 "," $222,828.00 ",NO
" $8,756.00 "," $431,413.00 ",NO
" $8,757.00 "," $286,696.00 ",NO
" $8,759.00 "," $374,110.00 ",NO
" $8,759.00 "," $473,169.00 ",NO
" $8,761.00 "," $56,211.00 ",NO
" $8,762.00 "," $166,046.00 ",NO
" $8,766.00 "," $448,285.00 ",NO
" $8,768.00 "," $481,844.00 ",NO
" $8,779.00 "," $171,279.00 ",NO
" $8,786.00 "," $133,751.00 ",NO
" $8,787.00 "," $338,651.00 ",NO
" $8,792.00 "," $183,672.00 ",NO
" $8,799.00 "," $207,425.00 ",NO
" $8,799.00 "," $168,902.00 ",NO
" $8,800.00 "," $406,059.00 ",NO
" $8,806.00 "," $18,261.00 ",NO
" $8,812.00 "," $269,680.00 ",NO
" $8,813.00 "," $160,495.00 ",NO
" $8,816.00 "," $44,340.00 ",NO
" $8,819.00 "," $37,567.00 ",NO
" $8,822.00 "," $51,739.00 ",NO
" $8,822.00 "," $459,843.00 ",NO
" $8,823.00 "," $252,063.00 ",NO
" $8,827.00 "," $440,856.00 ",NO
" $8,828.00 "," $145,284.00 ",NO
" $8,829.00 "," $172,559.00 ",NO
" $8,832.00 "," $29,184.00 ",NO
" $8,835.00 "," $469,897.00 ",NO
" $8,838.00 "," $438,999.00 ",NO
" $8,841.00 "," $229,776.00 ",NO
" $8,843.00 "," $227,306.00 ",NO
" $8,844.00 "," $214,164.00 ",NO
" $8,847.00 "," $53,594.00 ",NO
" $8,852.00 "," $413,885.00 ",NO
" $8,853.00 "," $474,987.00 ",NO
" $8,855.00 "," $10,131.00 ",NO
" $8,857.00 "," $159,768.00 ",NO
" $8,860.00 "," $380,488.00 ",NO
" $8,863.00 "," $206,028.00 ",NO
" $8,865.00 "," $95,091.00 ",NO
" $8,866.00 "," $310,197.00 ",NO
" $8,874.00 "," $480,754.00 ",NO
" $8,875.00 "," $278,030.00 ",NO
" $8,875.00 "," $407,678.00 ",NO
" $8,876.00 "," $100,387.00 ",NO
" $8,876.00 "," $62,598.00 ",NO
" $8,877.00 "," $175,978.00 ",NO
" $8,877.00 "," $411,191.00 ",NO
" $8,879.00 "," $23,687.00 ",NO
" $8,879.00 "," $38,665.00 ",NO
" $8,882.00 "," $402,734.00 ",NO
" $8,883.00 "," $335,687.00 ",NO
" $8,890.00 "," $321,148.00 ",NO
" $8,890.00 "," $158,857.00 ",NO
" $8,896.00 "," $253,026.00 ",NO
" $8,903.00 "," $256,530.00 ",NO
" $8,906.00 "," $243,829.00 ",NO
" $8,910.00 "," $414,091.00 ",NO
" $8,914.00 "," $320,359.00 ",NO
" $8,915.00 "," $438,827.00 ",NO
" $8,916.00 "," $72,867.00 ",NO
" $8,918.00 "," $373,275.00 ",NO
" $8,919.00 "," $164,259.00 ",NO
" $8,921.00 "," $79,337.00 ",NO
" $8,921.00 "," $180,554.00 ",NO
" $8,923.00 "," $156,929.00 ",NO
" $8,924.00 "," $335,558.00 ",NO
" $8,929.00 "," $441,152.00 ",NO
" $8,930.00 "," $155,487.00 ",NO
" $8,937.00 "," $219,735.00 ",NO
" $8,938.00 "," $208,347.00 ",NO
" $8,950.00 "," $464,655.00 ",NO
" $8,951.00 "," $447,053.00 ",NO
" $8,952.00 "," $24,147.00 ",NO
" $8,956.00 "," $423,778.00 ",NO
" $8,956.00 "," $78,746.00 ",NO
" $8,960.00 "," $374,461.00 ",NO
" $8,964.00 "," $241,185.00 ",NO
" $8,968.00 "," $318,605.00 ",NO
" $8,970.00 "," $403,136.00 ",NO
" $8,973.00 "," $39,362.00 ",NO
" $8,975.00 "," $38,460.00 ",NO
" $8,978.00 "," $42,455.00 ",NO
" $8,980.00 "," $437,663.00 ",NO
" $8,983.00 "," $311,632.00 ",NO
" $8,986.00 "," $27,804.00 ",NO
" $8,988.00 "," $199,125.00 ",NO
" $8,992.00 "," $47,735.00 ",NO
" $8,996.00 "," $297,896.00 ",NO
" $8,996.00 "," $121,576.00 ",NO
" $8,997.00 "," $401,103.00 ",NO
" $8,999.00 "," $176,317.00 ",NO
" $9,001.00 "," $423,968.00 ",NO
" $9,001.00 "," $440,914.00 ",NO
" $9,003.00 "," $298,823.00 ",NO
" $9,003.00 "," $66,225.00 ",NO
" $9,007.00 "," $110,295.00 ",NO
" $9,008.00 "," $76,870.00 ",NO
" $9,009.00 "," $35,075.00 ",NO
" $9,011.00 "," $20,852.00 ",NO
" $9,012.00 "," $271,542.00 ",NO
" $9,016.00 "," $100,469.00 ",NO
" $9,024.00 "," $441,599.00 ",NO
" $9,031.00 "," $134,851.00 ",NO
" $9,033.00 "," $359,096.00 ",NO
" $9,040.00 "," $489,805.00 ",NO
" $9,043.00 "," $437,005.00 ",NO
" $9,044.00 "," $196,814.00 ",NO
" $9,044.00 "," $120,890.00 ",NO
" $9,047.00 "," $337,349.00 ",NO
" $9,050.00 "," $306,788.00 ",NO
" $9,051.00 "," $409,447.00 ",NO
" $9,054.00 "," $69,290.00 ",NO
" $9,055.00 "," $24,093.00 ",NO
" $9,055.00 "," $121,304.00 ",NO
" $9,055.00 "," $282,955.00 ",NO
" $9,059.00 "," $303,493.00 ",NO
" $9,059.00 "," $122,540.00 ",NO
" $9,062.00 "," $362,822.00 ",NO
" $9,063.00 "," $155,419.00 ",NO
" $9,063.00 "," $464,737.00 ",NO
" $9,064.00 "," $59,372.00 ",NO
" $9,074.00 "," $467,711.00 ",NO
" $9,079.00 "," $362,835.00 ",NO
" $9,081.00 "," $70,313.00 ",NO
" $9,081.00 "," $91,712.00 ",NO
" $9,082.00 "," $429,619.00 ",NO
" $9,082.00 "," $447,706.00 ",NO
" $9,083.00 "," $156,857.00 ",NO
" $9,092.00 "," $262,470.00 ",NO
" $9,092.00 "," $352,371.00 ",NO
" $9,094.00 "," $143,287.00 ",NO
" $9,094.00 "," $475,506.00 ",NO
" $9,094.00 "," $350,141.00 ",NO
" $9,098.00 "," $75,106.00 ",NO
" $9,099.00 "," $157,712.00 ",NO
" $9,104.00 "," $423,150.00 ",NO
" $9,105.00 "," $131,818.00 ",NO
" $9,105.00 "," $265,041.00 ",NO
" $9,107.00 "," $294,895.00 ",NO
" $9,109.00 "," $102,916.00 ",NO
" $9,110.00 "," $435,318.00 ",NO
" $9,119.00 "," $248,290.00 ",NO
" $9,122.00 "," $204,296.00 ",NO
" $9,128.00 "," $208,795.00 ",NO
" $9,137.00 "," $109,486.00 ",NO
" $9,138.00 "," $275,822.00 ",NO
" $9,140.00 "," $497,953.00 ",YES
" $9,143.00 "," $433,127.00 ",NO
" $9,145.00 "," $349,216.00 ",NO
" $9,155.00 "," $381,067.00 ",NO
" $9,157.00 "," $277,775.00 ",NO
" $9,158.00 "," $385,303.00 ",NO
" $9,162.00 "," $443,853.00 ",NO
" $9,170.00 "," $231,641.00 ",NO
" $9,175.00 "," $53,879.00 ",NO
" $9,177.00 "," $225,461.00 ",NO
" $9,177.00 "," $237,967.00 ",NO
" $9,179.00 "," $128,578.00 ",NO
" $9,180.00 "," $495,588.00 ",NO
" $9,183.00 "," $487,563.00 ",NO
" $9,186.00 "," $172,424.00 ",NO
" $9,188.00 "," $361,072.00 ",NO
" $9,190.00 "," $242,488.00 ",NO
" $9,194.00 "," $249,282.00 ",NO
" $9,194.00 "," $29,772.00 ",NO
" $9,201.00 "," $105,716.00 ",NO
" $9,201.00 "," $351,447.00 ",NO
" $9,203.00 "," $322,825.00 ",NO
" $9,206.00 "," $401,268.00 ",NO
" $9,208.00 "," $191,627.00 ",NO
" $9,211.00 "," $196,282.00 ",NO
" $9,213.00 "," $19,927.00 ",NO
" $9,217.00 "," $53,395.00 ",NO
" $9,219.00 "," $115,667.00 ",NO
" $9,219.00 "," $334,612.00 ",NO
" $9,222.00 "," $420,825.00 ",NO
" $9,227.00 "," $47,949.00 ",NO
" $9,229.00 "," $350,324.00 ",NO
" $9,231.00 "," $105,542.00 ",NO
" $9,231.00 "," $73,666.00 ",NO
" $9,234.00 "," $38,313.00 ",NO
" $9,243.00 "," $492,056.00 ",NO
" $9,244.00 "," $24,031.00 ",NO
" $9,245.00 "," $110,077.00 ",NO
" $9,246.00 "," $107,884.00 ",NO
" $9,250.00 "," $349,429.00 ",NO
" $9,254.00 "," $262,154.00 ",NO
" $9,258.00 "," $458,896.00 ",NO
" $9,260.00 "," $296,348.00 ",NO
" $9,262.00 "," $384,837.00 ",NO
" $9,267.00 "," $39,937.00 ",NO
" $9,268.00 "," $91,445.00 ",NO
" $9,270.00 "," $387,028.00 ",NO
" $9,277.00 "," $462,946.00 ",NO
" $9,290.00 "," $239,647.00 ",NO
" $9,293.00 "," $228,389.00 ",NO
" $9,294.00 "," $466,739.00 ",NO
" $9,295.00 "," $69,689.00 ",NO
" $9,298.00 "," $196,496.00 ",NO
" $9,300.00 "," $205,599.00 ",NO
" $9,308.00 "," $114,406.00 ",NO
" $9,309.00 "," $18,110.00 ",NO
" $9,311.00 "," $464,835.00 ",NO
" $9,311.00 "," $397,040.00 ",NO
" $9,313.00 "," $115,105.00 ",NO
" $9,315.00 "," $140,455.00 ",NO
" $9,316.00 "," $316,530.00 ",NO
" $9,318.00 "," $484,379.00 ",NO
" $9,319.00 "," $354,105.00 ",NO
" $9,319.00 "," $241,856.00 ",NO
" $9,321.00 "," $271,491.00 ",NO
" $9,321.00 "," $118,722.00 ",NO
" $9,321.00 "," $159,260.00 ",NO
" $9,323.00 "," $114,341.00 ",NO
" $9,324.00 "," $356,168.00 ",NO
" $9,328.00 "," $469,676.00 ",NO
" $9,328.00 "," $85,501.00 ",NO
" $9,330.00 "," $473,360.00 ",NO
" $9,331.00 "," $137,413.00 ",NO
" $9,334.00 "," $292,785.00 ",NO
" $9,342.00 "," $475,703.00 ",NO
" $9,342.00 "," $451,862.00 ",NO
" $9,347.00 "," $424,432.00 ",NO
" $9,353.00 "," $60,137.00 ",NO
" $9,354.00 "," $58,737.00 ",NO
" $9,358.00 "," $262,765.00 ",NO
" $9,362.00 "," $427,804.00 ",NO
" $9,368.00 "," $498,345.00 ",YES
" $9,373.00 "," $148,721.00 ",NO
" $9,376.00 "," $207,371.00 ",NO
" $9,377.00 "," $126,352.00 ",NO
" $9,379.00 "," $391,091.00 ",NO
" $9,383.00 "," $97,746.00 ",NO
" $9,387.00 "," $234,367.00 ",NO
" $9,388.00 "," $101,584.00 ",NO
" $9,390.00 "," $27,536.00 ",NO
" $9,391.00 "," $430,414.00 ",NO
" $9,393.00 "," $323,737.00 ",NO
" $9,397.00 "," $170,889.00 ",NO
" $9,399.00 "," $14,984.00 ",NO
" $9,400.00 "," $69,799.00 ",NO
" $9,401.00 "," $126,853.00 ",NO
" $9,409.00 "," $361,189.00 ",NO
" $9,410.00 "," $254,893.00 ",NO
" $9,412.00 "," $135,650.00 ",NO
" $9,414.00 "," $146,904.00 ",NO
" $9,420.00 "," $465,336.00 ",NO
" $9,422.00 "," $282,089.00 ",NO
" $9,423.00 "," $298,682.00 ",NO
" $9,425.00 "," $344,732.00 ",NO
" $9,426.00 "," $419,842.00 ",NO
" $9,426.00 "," $140,129.00 ",NO
" $9,427.00 "," $326,353.00 ",NO
" $9,430.00 "," $322,540.00 ",NO
" $9,430.00 "," $54,756.00 ",NO
" $9,434.00 "," $76,652.00 ",NO
" $9,440.00 "," $107,037.00 ",NO
" $9,440.00 "," $150,100.00 ",NO
" $9,441.00 "," $21,611.00 ",NO
" $9,441.00 "," $406,353.00 ",NO
" $9,441.00 "," $437,686.00 ",NO
" $9,443.00 "," $380,269.00 ",NO
" $9,444.00 "," $464,379.00 ",NO
" $9,453.00 "," $315,270.00 ",NO
" $9,455.00 "," $305,438.00 ",NO
" $9,456.00 "," $321,788.00 ",NO
" $9,460.00 "," $27,519.00 ",NO
" $9,463.00 "," $308,509.00 ",NO
" $9,463.00 "," $112,010.00 ",NO
" $9,465.00 "," $134,804.00 ",NO
" $9,466.00 "," $125,410.00 ",NO
" $9,466.00 "," $328,099.00 ",NO
" $9,467.00 "," $404,366.00 ",NO
" $9,477.00 "," $81,569.00 ",NO
" $9,481.00 "," $390,182.00 ",NO
" $9,484.00 "," $39,644.00 ",NO
" $9,485.00 "," $446,023.00 ",NO
" $9,486.00 "," $81,940.00 ",NO
" $9,489.00 "," $191,691.00 ",NO
" $9,490.00 "," $289,303.00 ",NO
" $9,491.00 "," $269,113.00 ",NO
" $9,492.00 "," $431,516.00 ",NO
" $9,493.00 "," $419,860.00 ",NO
" $9,493.00 "," $101,125.00 ",NO
" $9,494.00 "," $388,442.00 ",NO
" $9,498.00 "," $112,558.00 ",NO
" $9,499.00 "," $247,071.00 ",NO
" $9,511.00 "," $21,182.00 ",NO
" $9,511.00 "," $144,283.00 ",NO
" $9,512.00 "," $456,642.00 ",NO
" $9,515.00 "," $331,559.00 ",NO
" $9,518.00 "," $35,293.00 ",NO
" $9,518.00 "," $133,299.00 ",NO
" $9,519.00 "," $24,799.00 ",NO
" $9,519.00 "," $407,413.00 ",NO
" $9,524.00 "," $283,526.00 ",NO
" $9,529.00 "," $382,171.00 ",NO
" $9,535.00 "," $227,205.00 ",NO
" $9,542.00 "," $185,551.00 ",NO
" $9,543.00 "," $152,340.00 ",NO
" $9,545.00 "," $440,965.00 ",NO
" $9,549.00 "," $303,066.00 ",NO
" $9,553.00 "," $230,280.00 ",NO
" $9,553.00 "," $77,583.00 ",NO
" $9,556.00 "," $488,626.00 ",NO
" $9,557.00 "," $497,032.00 ",YES
" $9,560.00 "," $114,845.00 ",NO
" $9,562.00 "," $414,813.00 ",NO
" $9,563.00 "," $376,867.00 ",NO
" $9,563.00 "," $427,709.00 ",NO
" $9,566.00 "," $376,535.00 ",NO
" $9,572.00 "," $48,825.00 ",NO
" $9,573.00 "," $243,688.00 ",NO
" $9,575.00 "," $64,077.00 ",NO
" $9,578.00 "," $180,010.00 ",NO
" $9,580.00 "," $384,607.00 ",NO
" $9,580.00 "," $420,983.00 ",NO
" $9,580.00 "," $271,489.00 ",NO
" $9,580.00 "," $273,926.00 ",NO
" $9,586.00 "," $136,201.00 ",NO
" $9,586.00 "," $81,828.00 ",NO
" $9,592.00 "," $350,519.00 ",NO
" $9,601.00 "," $372,337.00 ",NO
" $9,602.00 "," $110,457.00 ",NO
" $9,607.00 "," $188,429.00 ",NO
" $9,615.00 "," $163,879.00 ",NO
" $9,616.00 "," $49,231.00 ",NO
" $9,617.00 "," $299,385.00 ",NO
" $9,618.00 "," $483,039.00 ",NO
" $9,619.00 "," $84,942.00 ",NO
" $9,622.00 "," $266,385.00 ",NO
" $9,623.00 "," $285,728.00 ",NO
" $9,625.00 "," $107,593.00 ",NO
" $9,636.00 "," $404,806.00 ",NO
" $9,638.00 "," $112,446.00 ",NO
" $9,642.00 "," $309,732.00 ",NO
" $9,642.00 "," $21,677.00 ",NO
" $9,644.00 "," $495,738.00 ",NO
" $9,645.00 "," $107,589.00 ",NO
" $9,653.00 "," $88,779.00 ",NO
" $9,654.00 "," $127,865.00 ",NO
" $9,657.00 "," $160,941.00 ",NO
" $9,657.00 "," $288,510.00 ",NO
" $9,657.00 "," $398,023.00 ",NO
" $9,661.00 "," $105,365.00 ",NO
" $9,665.00 "," $138,442.00 ",NO
" $9,670.00 "," $402,078.00 ",NO
" $9,672.00 "," $294,119.00 ",NO
" $9,675.00 "," $355,110.00 ",NO
" $9,677.00 "," $10,165.00 ",NO
" $9,678.00 "," $366,632.00 ",NO
" $9,682.00 "," $199,482.00 ",NO
" $9,682.00 "," $80,528.00 ",NO
" $9,687.00 "," $101,338.00 ",NO
" $9,693.00 "," $464,159.00 ",NO
" $9,694.00 "," $51,849.00 ",NO
" $9,698.00 "," $398,984.00 ",NO
" $9,699.00 "," $92,109.00 ",NO
" $9,700.00 "," $31,553.00 ",NO
" $9,701.00 "," $205,985.00 ",NO
" $9,704.00 "," $170,394.00 ",NO
" $9,707.00 "," $261,737.00 ",NO
" $9,707.00 "," $77,344.00 ",NO
" $9,709.00 "," $93,246.00 ",NO
" $9,710.00 "," $336,273.00 ",NO
" $9,720.00 "," $463,299.00 ",NO
" $9,726.00 "," $285,276.00 ",NO
" $9,728.00 "," $381,664.00 ",NO
" $9,728.00 "," $179,460.00 ",NO
" $9,729.00 "," $482,568.00 ",NO
" $9,735.00 "," $313,683.00 ",NO
" $9,740.00 "," $126,545.00 ",NO
" $9,741.00 "," $214,945.00 ",NO
" $9,743.00 "," $168,499.00 ",NO
" $9,746.00 "," $380,453.00 ",NO
" $9,748.00 "," $464,708.00 ",NO
" $9,752.00 "," $270,186.00 ",NO
" $9,753.00 "," $172,759.00 ",NO
" $9,757.00 "," $345,614.00 ",NO
" $9,768.00 "," $144,465.00 ",NO
" $9,768.00 "," $136,640.00 ",NO
" $9,769.00 "," $73,083.00 ",NO
" $9,770.00 "," $392,663.00 ",NO
" $9,771.00 "," $214,898.00 ",NO
" $9,775.00 "," $355,508.00 ",NO
" $9,776.00 "," $236,816.00 ",NO
" $9,777.00 "," $265,403.00 ",NO
" $9,779.00 "," $283,711.00 ",NO
" $9,779.00 "," $66,247.00 ",NO
" $9,779.00 "," $300,084.00 ",NO
" $9,780.00 "," $21,050.00 ",NO
" $9,785.00 "," $385,801.00 ",NO
" $9,786.00 "," $380,310.00 ",NO
" $9,796.00 "," $263,771.00 ",NO
" $9,799.00 "," $164,821.00 ",NO
" $9,801.00 "," $205,877.00 ",NO
" $9,802.00 "," $347,233.00 ",NO
" $9,809.00 "," $129,161.00 ",NO
" $9,809.00 "," $55,968.00 ",NO
" $9,810.00 "," $10,725.00 ",NO
" $9,812.00 "," $408,470.00 ",NO
" $9,817.00 "," $428,432.00 ",NO
" $9,823.00 "," $248,899.00 ",NO
" $9,823.00 "," $109,419.00 ",NO
" $9,823.00 "," $407,993.00 ",NO
" $9,825.00 "," $243,810.00 ",NO
" $9,829.00 "," $33,195.00 ",NO
" $9,829.00 "," $498,663.00 ",YES
" $9,833.00 "," $440,426.00 ",NO
" $9,837.00 "," $116,855.00 ",NO
" $9,841.00 "," $19,016.00 ",NO
" $9,844.00 "," $443,504.00 ",NO
" $9,845.00 "," $410,229.00 ",NO
" $9,845.00 "," $113,481.00 ",NO
" $9,845.00 "," $282,442.00 ",NO
" $9,846.00 "," $447,066.00 ",NO
" $9,849.00 "," $402,602.00 ",NO
" $9,850.00 "," $335,722.00 ",NO
" $9,851.00 "," $117,568.00 ",NO
" $9,855.00 "," $119,329.00 ",NO
" $9,856.00 "," $420,027.00 ",NO
" $9,858.00 "," $33,407.00 ",NO
" $9,858.00 "," $30,391.00 ",NO
" $9,860.00 "," $36,810.00 ",NO
" $9,863.00 "," $26,769.00 ",NO
" $9,866.00 "," $314,968.00 ",NO
" $9,869.00 "," $400,187.00 ",NO
" $9,871.00 "," $90,406.00 ",NO
" $9,875.00 "," $344,784.00 ",NO
" $9,876.00 "," $94,289.00 ",NO
" $9,876.00 "," $346,441.00 ",NO
" $9,880.00 "," $339,813.00 ",NO
" $9,884.00 "," $306,797.00 ",NO
" $9,888.00 "," $152,931.00 ",NO
" $9,890.00 "," $104,221.00 ",NO
" $9,894.00 "," $48,831.00 ",NO
" $9,895.00 "," $491,706.00 ",NO
" $9,899.00 "," $59,407.00 ",NO
" $9,902.00 "," $30,434.00 ",NO
" $9,902.00 "," $415,449.00 ",NO
" $9,904.00 "," $406,350.00 ",NO
" $9,908.00 "," $272,756.00 ",NO
" $9,911.00 "," $413,622.00 ",NO
" $9,913.00 "," $110,736.00 ",NO
" $9,915.00 "," $417,365.00 ",NO
" $9,918.00 "," $362,321.00 ",NO
" $9,921.00 "," $35,316.00 ",NO
" $9,928.00 "," $412,752.00 ",NO
" $9,934.00 "," $159,634.00 ",NO
" $9,936.00 "," $477,709.00 ",NO
" $9,937.00 "," $117,308.00 ",NO
" $9,937.00 "," $388,575.00 ",NO
" $9,939.00 "," $361,661.00 ",NO
" $9,941.00 "," $193,500.00 ",NO
" $9,942.00 "," $139,662.00 ",NO
" $9,943.00 "," $237,955.00 ",NO
" $9,946.00 "," $413,807.00 ",NO
" $9,957.00 "," $326,021.00 ",NO
" $9,965.00 "," $176,165.00 ",NO
" $9,965.00 "," $377,750.00 ",NO
" $9,969.00 "," $285,234.00 ",NO
" $9,971.00 "," $422,532.00 ",NO
" $9,980.00 "," $472,290.00 ",NO
" $9,984.00 "," $368,251.00 ",NO
" $9,987.00 "," $18,305.00 ",NO
" $9,989.00 "," $386,356.00 ",NO
" $9,993.00 "," $428,112.00 ",NO
" $9,997.00 "," $69,727.00 ",NO
" $10,001.00 "," $426,217.00 ",NO
